query_id,permutation_id,doc_1,click_prob_1,relevance_score1,doc_2,click_prob_2,relevance_score2,doc_3,click_prob_3,relevance_score3,doc_4,click_prob_4,relevance_score4,doc_5,click_prob_5,relevance_score5,doc_6,click_prob_6,relevance_score6,doc_7,click_prob_7,relevance_score7,doc_8,click_prob_8,relevance_score8,doc_9,click_prob_9,relevance_score9,doc_10,click_prob_10,relevance_score10
45,1,4,0.19,2,2,0.171,2,11,0.077,1,8,0.095,2,9,0.078,2,1,0.056,2,6,0.031,2,5,0.016,1,7,0.022,2,14,0.01,1
45,2,7,0.19,2,1,0.171,2,11,0.077,1,9,0.095,2,14,0.045,1,5,0.032,1,4,0.031,2,6,0.028,2,2,0.022,2,8,0.017,2
47,1,3,0.109,1,1,0.171,2,6,0.134,2,8,0.095,2,2,0.078,2,10,0.032,1,11,0.031,2,4,0.028,2,7,0.022,2,9,0.017,2
47,2,7,0.19,2,3,0.098,1,8,0.134,2,11,0.095,2,9,0.078,2,1,0.056,2,10,0.018,1,6,0.028,2,4,0.022,2,2,0.017,2
48,1,5,0.068,0,3,0.098,1,12,0.077,1,6,0.034,0,14,0.045,1,2,0.02,0,9,0.031,2,10,0.016,1,11,0.022,2,13,0.006,0
48,2,13,0.068,0,6,0.061,0,12,0.077,1,10,0.054,1,14,0.045,1,9,0.056,2,5,0.011,0,3,0.016,1,2,0.008,0,11,0.017,2
49,1,13,0.068,0,8,0.098,1,9,0.077,1,14,0.034,0,2,0.045,1,1,0.02,0,6,0.018,1,11,0.01,0,7,0.008,0,3,0.006,0
49,2,8,0.109,1,3,0.061,0,6,0.077,1,7,0.034,0,14,0.028,0,2,0.032,1,9,0.018,1,11,0.01,0,13,0.008,0,1,0.006,0
50,1,11,0.109,1,14,0.098,1,13,0.048,0,10,0.054,1,7,0.045,1,6,0.032,1,4,0.018,1,1,0.016,1,9,0.013,1,2,0.01,1
50,2,2,0.109,1,1,0.098,1,14,0.077,1,10,0.054,1,4,0.045,1,13,0.02,0,7,0.018,1,11,0.016,1,6,0.013,1,9,0.01,1
51,1,10,0.109,1,7,0.098,1,3,0.077,1,6,0.054,1,4,0.028,0,14,0.032,1,2,0.018,1,12,0.016,1,15,0.013,1,1,0.01,1
51,2,15,0.109,1,12,0.098,1,2,0.077,1,1,0.054,1,10,0.045,1,4,0.02,0,3,0.018,1,7,0.016,1,14,0.013,1,6,0.01,1
52,1,3,0.19,2,14,0.171,2,15,0.134,2,2,0.095,2,7,0.078,2,5,0.104,3,11,0.031,2,13,0.016,1,8,0.042,3,9,0.017,2
52,2,14,0.19,2,13,0.098,1,15,0.134,2,7,0.095,2,3,0.078,2,11,0.056,2,9,0.031,2,5,0.052,3,8,0.042,3,2,0.017,2
53,1,13,0.068,0,9,0.061,0,3,0.048,0,1,0.095,2,7,0.146,3,15,0.056,2,6,0.031,2,12,0.028,2,10,0.013,1,11,0.017,2
53,2,10,0.109,1,13,0.061,0,7,0.25,3,15,0.095,2,1,0.078,2,9,0.02,0,6,0.031,2,12,0.028,2,3,0.008,0,11,0.017,2
54,1,1,0.19,2,7,0.098,1,19,0.134,2,10,0.095,2,4,0.078,2,16,0.032,1,5,0.031,2,20,0.1,4,6,0.013,1,13,0.031,3
54,2,5,0.19,2,20,0.61,4,16,0.077,1,6,0.054,1,10,0.078,2,4,0.056,2,7,0.018,1,1,0.028,2,19,0.022,2,13,0.031,3
55,1,19,0.109,1,12,0.171,2,18,0.134,2,20,0.177,3,15,0.045,1,3,0.032,1,14,0.031,2,21,0.028,2,1,0.013,1,22,0.01,1
55,2,21,0.19,2,14,0.171,2,15,0.077,1,22,0.054,1,3,0.045,1,12,0.056,2,1,0.018,1,18,0.028,2,20,0.042,3,19,0.01,1
56,1,2,0.354,3,5,0.098,1,10,0.077,1,8,0.095,2,1,0.045,1,4,0.032,1,9,0.018,1,3,0.028,2,6,0.022,2,7,0.01,1
56,2,3,0.19,2,8,0.171,2,9,0.077,1,10,0.054,1,4,0.045,1,7,0.032,1,5,0.018,1,2,0.052,3,6,0.022,2,1,0.01,1
57,1,3,0.19,2,22,0.061,0,14,0.077,1,20,0.095,2,17,0.078,2,1,0.056,2,15,0.018,1,8,0.028,2,19,0.022,2,9,0.006,0
57,2,3,0.19,2,1,0.171,2,22,0.048,0,19,0.095,2,15,0.045,1,14,0.032,1,20,0.031,2,8,0.028,2,17,0.022,2,9,0.006,0
58,1,11,0.19,2,4,0.171,2,18,0.134,2,16,0.095,2,17,0.045,1,10,0.056,2,13,0.031,2,15,0.016,1,14,0.022,2,5,0.017,2
58,2,15,0.109,1,14,0.171,2,5,0.134,2,16,0.095,2,10,0.078,2,13,0.056,2,4,0.031,2,18,0.028,2,17,0.013,1,11,0.017,2
59,1,2,0.068,0,9,0.061,0,17,0.048,0,1,0.054,1,10,0.028,0,15,0.02,0,20,0.018,1,19,0.01,0,11,0.013,1,7,0.006,0
59,2,11,0.109,1,17,0.061,0,10,0.048,0,2,0.034,0,20,0.045,1,9,0.02,0,19,0.011,0,1,0.016,1,7,0.008,0,15,0.006,0
60,1,5,0.109,1,1,0.171,2,16,0.077,1,12,0.054,1,13,0.045,1,2,0.056,2,11,0.018,1,9,0.016,1,14,0.022,2,10,0.01,1
60,2,13,0.109,1,12,0.098,1,9,0.077,1,16,0.054,1,14,0.078,2,1,0.056,2,10,0.018,1,5,0.016,1,2,0.022,2,11,0.01,1
61,1,3,0.19,2,4,0.317,3,7,0.134,2,9,0.177,3,2,0.078,2,10,0.056,2,12,0.031,2,6,0.028,2,1,0.042,3,11,0.06,4
61,2,3,0.19,2,4,0.317,3,2,0.134,2,7,0.095,2,12,0.078,2,1,0.104,3,6,0.031,2,10,0.028,2,11,0.08,4,9,0.031,3
62,1,8,0.19,2,5,0.171,2,7,0.134,2,10,0.054,1,11,0.078,2,1,0.02,0,6,0.031,2,9,0.016,1,2,0.013,1,12,0.017,2
62,2,10,0.109,1,5,0.171,2,7,0.134,2,1,0.034,0,8,0.078,2,6,0.056,2,2,0.018,1,9,0.016,1,12,0.022,2,11,0.017,2
63,1,10,0.68,4,12,0.171,2,14,0.134,2,6,0.034,0,7,0.078,2,3,0.032,1,15,0.031,2,13,0.028,2,8,0.022,2,5,0.017,2
63,2,10,0.68,4,6,0.061,0,13,0.134,2,7,0.095,2,5,0.078,2,12,0.056,2,14,0.031,2,8,0.028,2,15,0.022,2,3,0.01,1
64,1,15,0.109,1,6,0.098,1,8,0.134,2,10,0.054,1,11,0.078,2,3,0.056,2,4,0.018,1,9,0.016,1,14,0.013,1,1,0.01,1
64,2,8,0.19,2,15,0.098,1,1,0.077,1,4,0.054,1,14,0.045,1,9,0.032,1,6,0.018,1,11,0.028,2,10,0.013,1,3,0.017,2
65,1,10,0.19,2,15,0.098,1,9,0.077,1,8,0.054,1,5,0.045,1,24,0.032,1,4,0.018,1,16,0.028,2,2,0.013,1,11,0.017,2
65,2,11,0.19,2,5,0.098,1,24,0.077,1,16,0.095,2,15,0.045,1,8,0.032,1,10,0.031,2,2,0.016,1,9,0.013,1,4,0.01,1
66,1,6,0.354,3,11,0.171,2,9,0.077,1,4,0.095,2,12,0.078,2,8,0.056,2,3,0.031,2,7,0.028,2,13,0.013,1,2,0.031,3
66,2,9,0.109,1,13,0.098,1,6,0.25,3,8,0.095,2,12,0.078,2,2,0.104,3,11,0.031,2,7,0.028,2,3,0.022,2,4,0.017,2
68,1,11,0.109,1,8,0.061,0,10,0.077,1,6,0.095,2,4,0.045,1,7,0.032,1,5,0.031,2,9,0.016,1,3,0.022,2,1,0.006,0
68,2,9,0.109,1,6,0.171,2,1,0.048,0,7,0.054,1,10,0.045,1,5,0.056,2,3,0.031,2,11,0.016,1,8,0.008,0,4,0.01,1
70,1,10,0.109,1,4,0.098,1,8,0.048,0,2,0.054,1,5,0.078,2,15,0.056,2,13,0.011,0,11,0.016,1,6,0.013,1,16,0.01,1
70,2,4,0.109,1,11,0.098,1,5,0.134,2,6,0.054,1,16,0.045,1,13,0.02,0,8,0.011,0,15,0.028,2,2,0.013,1,10,0.01,1
71,1,14,0.68,4,17,0.171,2,11,0.134,2,19,0.095,2,16,0.045,1,9,0.032,1,8,0.031,2,20,0.028,2,10,0.022,2,24,0.017,2
71,2,14,0.68,4,9,0.098,1,16,0.077,1,11,0.095,2,24,0.078,2,17,0.056,2,8,0.031,2,19,0.028,2,20,0.022,2,10,0.017,2
72,1,12,0.068,0,4,0.171,2,14,0.134,2,19,0.177,3,11,0.078,2,2,0.056,2,13,0.031,2,3,0.052,3,6,0.013,1,9,0.017,2
72,2,14,0.19,2,4,0.171,2,2,0.134,2,11,0.095,2,19,0.146,3,9,0.056,2,12,0.011,0,3,0.052,3,6,0.013,1,13,0.017,2
73,1,7,0.19,2,15,0.098,1,16,0.48,4,10,0.177,3,24,0.045,1,14,0.2,4,4,0.031,2,13,0.016,1,21,0.008,0,5,0.031,3
73,2,14,0.68,4,7,0.171,2,10,0.25,3,13,0.054,1,5,0.146,3,21,0.02,0,16,0.11,4,24,0.016,1,4,0.022,2,15,0.01,1
74,1,3,0.354,3,4,0.171,2,6,0.25,3,5,0.095,2,10,0.028,0,8,0.2,4,9,0.031,2,11,0.052,3,12,0.042,3,2,0.031,3
74,2,11,0.354,3,9,0.171,2,8,0.48,4,6,0.177,3,3,0.146,3,2,0.104,3,12,0.057,3,5,0.028,2,4,0.022,2,10,0.006,0
75,1,12,0.19,2,9,0.171,2,14,0.134,2,8,0.034,0,3,0.078,2,5,0.056,2,7,0.018,1,4,0.1,4,15,0.022,2,1,0.006,0
75,2,4,0.68,4,15,0.171,2,5,0.134,2,1,0.034,0,3,0.078,2,8,0.02,0,7,0.018,1,12,0.028,2,9,0.022,2,14,0.017,2
76,1,7,0.19,2,10,0.098,1,4,0.077,1,6,0.054,1,1,0.078,2,9,0.032,1,5,0.018,1,8,0.016,1,2,0.008,0,3,0.01,1
76,2,3,0.109,1,6,0.098,1,8,0.077,1,9,0.054,1,1,0.078,2,2,0.02,0,10,0.018,1,4,0.016,1,7,0.022,2,5,0.01,1
77,1,4,0.068,0,12,0.061,0,1,0.048,0,2,0.034,0,6,0.028,0,13,0.032,1,8,0.018,1,16,0.01,0,11,0.008,0,15,0.006,0
77,2,16,0.068,0,11,0.061,0,8,0.077,1,6,0.034,0,1,0.028,0,15,0.02,0,12,0.011,0,4,0.01,0,2,0.008,0,13,0.01,1
79,1,13,0.109,1,17,0.171,2,15,0.077,1,7,0.034,0,11,0.028,0,12,0.02,0,3,0.018,1,4,0.016,1,8,0.08,4,16,0.006,0
79,2,12,0.068,0,3,0.098,1,4,0.077,1,11,0.034,0,17,0.078,2,8,0.2,4,16,0.011,0,13,0.016,1,15,0.013,1,7,0.006,0
80,1,11,0.109,1,14,0.171,2,15,0.134,2,13,0.054,1,4,0.045,1,7,0.032,1,9,0.018,1,2,0.016,1,8,0.022,2,6,0.01,1
80,2,4,0.109,1,14,0.171,2,13,0.077,1,15,0.095,2,7,0.045,1,8,0.056,2,2,0.018,1,11,0.016,1,6,0.013,1,9,0.01,1
83,1,2,0.068,0,1,0.098,1,15,0.077,1,8,0.034,0,10,0.028,0,5,0.02,0,9,0.018,1,11,0.01,0,13,0.008,0,14,0.006,0
83,2,1,0.109,1,5,0.061,0,9,0.077,1,15,0.054,1,14,0.028,0,11,0.02,0,2,0.011,0,10,0.01,0,13,0.008,0,8,0.006,0
84,1,7,0.19,2,14,0.171,2,11,0.25,3,1,0.054,1,4,0.078,2,10,0.2,4,6,0.018,1,12,0.016,1,2,0.08,4,9,0.017,2
84,2,2,0.68,4,1,0.098,1,12,0.077,1,11,0.177,3,10,0.28,4,14,0.056,2,4,0.031,2,6,0.016,1,7,0.022,2,9,0.017,2
85,1,7,0.109,1,1,0.098,1,2,0.134,2,12,0.095,2,10,0.078,2,6,0.056,2,14,0.031,2,11,0.028,2,16,0.013,1,9,0.01,1
85,2,6,0.19,2,1,0.098,1,14,0.134,2,11,0.095,2,16,0.045,1,12,0.056,2,7,0.018,1,2,0.028,2,9,0.013,1,10,0.017,2
86,1,11,0.19,2,16,0.171,2,12,0.134,2,3,0.177,3,2,0.078,2,8,0.056,2,6,0.057,3,10,0.028,2,5,0.008,0,17,0.017,2
86,2,11,0.19,2,17,0.171,2,12,0.134,2,10,0.095,2,8,0.078,2,6,0.104,3,3,0.057,3,5,0.01,0,16,0.022,2,2,0.017,2
88,1,17,0.19,2,3,0.171,2,7,0.134,2,1,0.095,2,11,0.078,2,13,0.032,1,10,0.031,2,5,0.01,0,15,0.022,2,8,0.017,2
88,2,8,0.19,2,13,0.098,1,7,0.134,2,3,0.095,2,5,0.028,0,1,0.056,2,10,0.031,2,15,0.028,2,11,0.022,2,17,0.017,2
89,1,9,0.109,1,3,0.061,0,10,0.048,0,2,0.034,0,4,0.028,0,6,0.02,0,5,0.011,0,12,0.01,0,8,0.008,0,11,0.006,0
89,2,8,0.068,0,2,0.061,0,6,0.048,0,5,0.034,0,4,0.028,0,11,0.02,0,3,0.011,0,10,0.01,0,12,0.008,0,9,0.01,1
90,1,6,0.109,1,12,0.171,2,2,0.134,2,9,0.054,1,1,0.045,1,13,0.056,2,18,0.031,2,4,0.028,2,17,0.022,2,10,0.01,1
90,2,10,0.109,1,6,0.098,1,13,0.134,2,18,0.095,2,12,0.078,2,4,0.056,2,9,0.018,1,1,0.016,1,17,0.022,2,2,0.017,2
91,1,13,0.354,3,16,0.317,3,12,0.134,2,7,0.177,3,4,0.146,3,18,0.104,3,6,0.057,3,10,0.028,2,19,0.022,2,21,0.017,2
91,2,4,0.354,3,13,0.317,3,12,0.134,2,10,0.095,2,21,0.078,2,16,0.104,3,7,0.057,3,19,0.028,2,18,0.042,3,6,0.031,3
92,1,3,0.068,0,4,0.061,0,6,0.134,2,5,0.054,1,8,0.045,1,2,0.02,0,7,0.031,2,1,0.01,0,9,0.022,2,10,0.006,0
92,2,9,0.19,2,5,0.098,1,1,0.048,0,10,0.034,0,3,0.028,0,2,0.02,0,6,0.031,2,8,0.016,1,7,0.022,2,4,0.006,0
93,1,9,0.109,1,11,0.171,2,1,0.077,1,3,0.054,1,7,0.045,1,8,0.032,1,10,0.018,1,2,0.016,1,5,0.013,1,4,0.017,2
93,2,1,0.109,1,9,0.098,1,4,0.134,2,5,0.054,1,7,0.045,1,10,0.032,1,3,0.018,1,8,0.016,1,11,0.022,2,2,0.01,1
94,1,7,0.068,0,10,0.061,0,9,0.048,0,8,0.054,1,3,0.028,0,1,0.02,0,2,0.011,0,5,0.016,1,4,0.008,0,6,0.006,0
94,2,2,0.068,0,10,0.061,0,8,0.077,1,1,0.034,0,5,0.045,1,7,0.02,0,9,0.011,0,4,0.01,0,3,0.008,0,6,0.006,0
96,1,13,0.19,2,2,0.171,2,7,0.134,2,5,0.054,1,3,0.045,1,9,0.032,1,10,0.031,2,11,0.016,1,1,0.013,1,14,0.017,2
