query_id,permutation_id,doc_1,click_prob_1,relevance_score1,doc_2,click_prob_2,relevance_score2,doc_3,click_prob_3,relevance_score3,doc_4,click_prob_4,relevance_score4,doc_5,click_prob_5,relevance_score5,doc_6,click_prob_6,relevance_score6,doc_7,click_prob_7,relevance_score7,doc_8,click_prob_8,relevance_score8,doc_9,click_prob_9,relevance_score9,doc_10,click_prob_10,relevance_score10
14,1,7,0,0.25,6,0,0.0,2,0,0.5,10,0,0.25,4,0,0.0,5,0,1.0,1,0,0.25,9,1,0.0,11,0,1.0,8,0,0.0
14,2,11,1,1.0,4,0,0.0,5,1,1.0,7,0,0.25,6,0,0.0,2,0,0.5,9,0,0.0,1,0,0.25,10,0,0.25,8,0,0.0
15,1,6,0,0.5,10,0,0.5,16,0,0.5,12,0,0.25,9,0,0.5,17,0,0.25,21,0,0.25,13,0,0.75,19,0,0.25,2,0,0.25
15,2,9,0,0.5,10,0,0.5,16,0,0.5,12,0,0.25,17,0,0.25,6,1,0.5,19,0,0.25,21,0,0.25,13,0,0.75,2,0,0.25
16,1,13,0,0.0,12,0,0.0,6,0,0.0,11,0,0.0,1,0,0.25,7,0,0.0,5,0,0.0,8,0,0.5,14,0,0.25,10,0,0.25
16,2,12,0,0.0,13,0,0.0,6,0,0.0,7,0,0.0,5,0,0.0,10,0,0.25,14,0,0.25,1,0,0.25,8,0,0.5,11,0,0.0
17,1,17,1,0.25,21,0,0.25,5,0,0.25,14,0,0.25,1,0,0.25,15,0,0.25,13,0,0.25,19,0,0.25,20,0,0.25,6,0,0.25
17,2,15,0,0.25,14,0,0.25,20,0,0.25,5,1,0.25,19,0,0.25,21,0,0.25,13,0,0.25,1,0,0.25,6,0,0.25,17,0,0.25
19,1,12,0,0.25,9,0,0.5,7,0,0.5,10,0,1.0,1,0,0.5,3,0,0.25,13,0,0.75,2,0,0.25,14,0,0.25,8,0,0.5
19,2,13,1,0.75,8,0,0.5,14,0,0.25,7,0,0.5,2,0,0.25,1,0,0.5,12,0,0.25,3,0,0.25,9,0,0.5,10,0,1.0
20,1,3,1,0.5,5,0,0.25,9,0,0.5,1,0,0.25,10,0,0.25,8,0,0.25,6,0,0.25,11,1,0.25,7,0,0.25,2,0,0.5
20,2,5,0,0.25,3,0,0.5,2,0,0.5,9,0,0.5,8,0,0.25,11,0,0.25,1,0,0.25,6,0,0.25,7,0,0.25,10,0,0.25
21,1,1,0,0.0,12,0,0.5,5,0,0.25,19,0,0.0,13,0,0.0,3,0,0.0,2,0,0.5,20,1,0.0,15,0,0.0,8,0,0.5
21,2,13,0,0.0,2,1,0.5,15,0,0.0,19,0,0.0,20,0,0.0,8,0,0.5,5,1,0.25,12,0,0.5,1,0,0.0,3,0,0.0
22,1,5,0,0.25,11,1,0.5,4,0,0.25,16,0,0.5,6,0,0.75,10,0,0.5,2,0,0.0,14,1,0.75,13,0,0.5,15,0,0.75
22,2,11,0,0.5,5,0,0.25,14,0,0.75,4,0,0.25,10,0,0.5,13,0,0.5,15,0,0.75,2,0,0.0,16,0,0.5,6,0,0.75
23,1,6,0,0.25,13,0,0.5,3,0,0.5,1,0,0.25,5,0,0.25,9,0,0.5,11,0,0.0,12,0,0.25,8,0,0.5,2,0,0.25
23,2,6,0,0.25,1,1,0.25,3,0,0.5,12,0,0.25,8,1,0.5,5,0,0.25,2,0,0.25,11,0,0.0,9,0,0.5,13,0,0.5
24,1,20,0,0.5,1,0,0.0,3,0,0.25,13,0,0.25,5,0,0.0,9,0,0.25,16,0,0.25,2,0,0.25,14,0,0.25,4,0,0.25
24,2,5,0,0.0,20,0,0.5,9,0,0.25,14,0,0.25,2,0,0.25,3,0,0.25,16,0,0.25,13,0,0.25,1,0,0.0,4,0,0.25
25,1,10,1,0.5,9,0,0.25,17,0,0.5,11,0,0.25,15,0,0.5,18,0,0.5,2,0,0.25,3,0,0.5,5,0,0.5,12,0,0.5
25,2,15,0,0.5,3,1,0.5,10,0,0.5,5,0,0.5,9,0,0.25,18,0,0.5,12,0,0.5,11,0,0.25,17,0,0.5,2,0,0.25
26,1,18,0,0.25,21,0,0.0,9,0,0.0,6,0,0.0,3,0,0.0,17,0,0.25,5,0,0.0,7,0,0.25,4,0,0.0,14,0,0.0
26,2,17,0,0.25,5,0,0.0,4,0,0.0,18,0,0.25,9,0,0.0,7,0,0.25,14,0,0.0,3,0,0.0,21,0,0.0,6,0,0.0
27,1,11,0,0.75,5,1,0.75,4,0,0.5,7,1,1.0,12,0,0.5,3,0,0.5,10,0,0.75,6,1,0.25,9,0,0.25,8,0,0.75
27,2,10,1,0.75,9,0,0.25,8,1,0.75,6,0,0.25,12,0,0.5,5,0,0.75,3,0,0.5,7,0,1.0,11,0,0.75,4,0,0.5
28,1,12,0,0.25,8,1,0.25,6,0,0.0,9,0,0.0,17,0,0.0,13,0,0.0,10,0,0.5,16,0,0.25,3,0,0.0,15,0,0.25
28,2,9,0,0.0,15,0,0.25,10,0,0.5,8,0,0.25,17,0,0.0,3,0,0.0,12,0,0.25,6,0,0.0,16,0,0.25,13,0,0.0
29,1,7,0,0.0,6,0,0.25,3,0,0.25,8,0,0.25,10,0,0.25,1,0,0.0,5,0,0.0,2,0,0.0,9,0,0.25,4,0,0.0
29,2,4,0,0.0,1,0,0.0,5,0,0.0,2,0,0.0,7,0,0.0,3,0,0.25,8,0,0.25,10,0,0.25,6,0,0.25,9,0,0.25
30,1,7,1,0.75,12,0,0.5,5,1,0.25,8,0,0.25,13,0,0.75,9,0,0.75,1,0,0.5,6,0,1.0,3,0,0.75,11,0,0.5
30,2,11,0,0.5,6,1,1.0,8,0,0.25,1,0,0.5,7,0,0.75,12,0,0.5,5,0,0.25,13,0,0.75,9,0,0.75,3,0,0.75
31,1,2,1,0.75,5,0,1.0,12,1,0.75,6,0,0.5,10,0,0.75,11,0,0.75,9,0,0.5,7,0,0.5,4,0,0.25,3,0,0.75
31,2,3,1,0.75,6,0,0.5,7,1,0.5,11,0,0.75,9,0,0.5,10,0,0.75,5,0,1.0,4,0,0.25,12,0,0.75,2,0,0.75
32,1,9,1,1.0,1,0,0.75,12,0,0.75,13,0,0.25,4,0,0.25,6,0,0.75,8,0,0.75,5,0,0.75,7,0,0.25,3,0,0.5
32,2,6,0,0.75,3,0,0.5,4,0,0.25,8,0,0.75,5,0,0.75,1,0,0.75,9,0,1.0,13,0,0.25,12,0,0.75,7,0,0.25
33,1,5,0,0.25,4,0,0.5,10,0,0.25,11,0,0.25,9,0,0.25,13,0,0.25,12,0,0.25,6,0,0.25,2,0,0.25,3,0,0.5
33,2,3,0,0.5,9,0,0.25,10,0,0.25,6,0,0.25,12,0,0.25,4,0,0.5,5,0,0.25,13,0,0.25,11,0,0.25,2,0,0.25
34,1,11,0,0.5,4,0,0.25,23,0,0.25,20,0,0.75,3,0,0.25,19,0,0.5,12,1,0.5,9,0,0.25,10,0,0.75,21,0,0.25
34,2,3,0,0.25,11,0,0.5,12,0,0.5,21,0,0.25,4,0,0.25,20,0,0.75,19,0,0.5,23,0,0.25,9,0,0.25,10,0,0.75
35,1,13,0,0.0,10,0,0.0,4,0,0.0,18,0,0.0,11,0,0.0,9,0,0.25,2,0,0.0,17,0,0.0,12,0,0.0,15,0,0.0
35,2,13,0,0.0,9,0,0.25,12,0,0.0,10,0,0.0,4,0,0.0,15,0,0.0,18,0,0.0,2,0,0.0,17,0,0.0,11,0,0.0
36,1,12,0,0.5,7,0,0.75,5,1,0.25,8,0,0.75,1,0,0.75,10,0,0.75,11,1,0.5,13,0,0.25,6,0,0.5,3,0,0.75
36,2,13,0,0.25,10,1,0.75,7,0,0.75,6,0,0.5,12,0,0.5,5,0,0.25,8,0,0.75,11,0,0.5,1,0,0.75,3,1,0.75
37,1,20,0,0.5,19,0,0.25,17,0,0.25,3,0,0.5,10,0,0.5,18,0,0.25,1,0,0.25,8,0,0.5,4,0,0.5,5,0,0.25
37,2,4,0,0.5,1,0,0.25,3,1,0.5,5,0,0.25,19,0,0.25,8,0,0.5,18,0,0.25,20,0,0.5,10,0,0.5,17,0,0.25
38,1,6,0,0.5,12,1,0.75,7,0,0.5,4,0,0.25,1,0,0.0,5,0,0.25,2,0,0.0,11,0,0.25,8,0,0.5,3,0,0.5
38,2,4,0,0.25,3,0,0.5,2,0,0.0,7,0,0.5,1,0,0.0,12,1,0.75,11,0,0.25,6,0,0.5,5,0,0.25,8,0,0.5
39,1,4,0,0.5,22,0,0.25,14,0,0.25,11,0,0.25,19,0,0.5,10,0,0.5,6,0,0.25,9,0,0.5,17,0,0.5,15,0,0.25
39,2,6,0,0.25,11,0,0.25,9,0,0.5,4,0,0.5,19,0,0.5,22,0,0.25,15,0,0.25,14,0,0.25,17,0,0.5,10,0,0.5
40,1,7,1,0.25,8,0,0.5,6,0,0.25,5,0,0.25,3,0,0.25,13,0,0.25,10,0,0.25,1,1,0.25,9,0,1.0,14,0,0.5
40,2,9,1,1.0,10,0,0.25,8,1,0.5,3,0,0.25,1,0,0.25,14,1,0.5,6,0,0.25,7,0,0.25,5,0,0.25,13,0,0.25
41,1,12,0,0.5,10,0,0.5,1,0,0.5,2,1,0.5,8,0,0.25,5,0,0.25,9,0,0.25,7,0,0.25,11,0,0.25,13,0,0.0
41,2,1,0,0.5,9,0,0.25,10,0,0.5,12,0,0.5,5,0,0.25,2,0,0.5,7,0,0.25,13,0,0.0,8,0,0.25,11,0,0.25
42,1,7,1,0.5,16,0,0.25,11,0,0.75,4,0,0.75,18,0,0.5,6,0,0.25,14,0,0.5,2,0,0.5,23,0,0.25,17,0,0.25
42,2,11,0,0.75,2,1,0.5,14,0,0.5,4,1,0.75,7,0,0.5,17,0,0.25,18,0,0.5,16,0,0.25,6,0,0.25,23,0,0.25
43,1,7,1,0.75,11,0,0.5,9,0,0.25,6,0,0.75,2,0,0.75,12,0,0.75,1,0,0.5,5,0,0.75,4,0,0.75,8,0,0.5
43,2,9,0,0.25,1,0,0.5,11,0,0.5,4,0,0.75,8,0,0.5,6,0,0.75,12,0,0.75,7,0,0.75,5,0,0.75,2,0,0.75
44,1,9,0,0.25,8,0,0.25,14,0,0.25,4,0,0.25,13,0,0.25,10,0,0.5,5,0,0.0,11,0,0.25,12,0,0.25,6,0,0.25
44,2,9,0,0.25,6,0,0.25,5,0,0.0,10,0,0.5,4,0,0.25,8,0,0.25,13,0,0.25,11,0,0.25,12,0,0.25,14,0,0.25
45,1,4,0,0.5,2,1,0.5,11,0,0.25,8,0,0.5,9,0,0.5,1,0,0.5,6,0,0.5,5,0,0.25,7,1,0.5,14,0,0.25
45,2,7,0,0.5,1,0,0.5,11,0,0.25,9,0,0.5,14,0,0.25,5,0,0.25,4,0,0.5,6,0,0.5,2,0,0.5,8,0,0.5
47,1,3,0,0.25,1,0,0.5,6,0,0.5,8,0,0.5,2,0,0.5,10,0,0.25,11,0,0.5,4,0,0.5,7,0,0.5,9,0,0.5
47,2,7,0,0.5,3,0,0.25,8,0,0.5,11,0,0.5,9,0,0.5,1,0,0.5,10,0,0.25,6,0,0.5,4,0,0.5,2,0,0.5
48,1,5,0,0.0,3,1,0.25,12,0,0.25,6,0,0.0,14,0,0.25,2,0,0.0,9,0,0.5,10,0,0.25,11,0,0.5,13,0,0.0
48,2,13,0,0.0,6,0,0.0,12,0,0.25,10,0,0.25,14,0,0.25,9,0,0.5,5,0,0.0,3,0,0.25,2,0,0.0,11,0,0.5
49,1,13,0,0.0,8,0,0.25,9,1,0.25,14,0,0.0,2,0,0.25,1,0,0.0,6,0,0.25,11,0,0.0,7,0,0.0,3,0,0.0
49,2,8,0,0.25,3,0,0.0,6,0,0.25,7,0,0.0,14,0,0.0,2,0,0.25,9,0,0.25,11,0,0.0,13,0,0.0,1,1,0.0
50,1,11,0,0.25,14,0,0.25,13,0,0.0,10,0,0.25,7,0,0.25,6,0,0.25,4,0,0.25,1,0,0.25,9,0,0.25,2,0,0.25
50,2,2,0,0.25,1,0,0.25,14,0,0.25,10,0,0.25,4,0,0.25,13,0,0.0,7,0,0.25,11,0,0.25,6,0,0.25,9,0,0.25
51,1,10,0,0.25,7,0,0.25,3,0,0.25,6,0,0.25,4,0,0.0,14,1,0.25,2,0,0.25,12,0,0.25,15,0,0.25,1,0,0.25
51,2,15,0,0.25,12,0,0.25,2,0,0.25,1,0,0.25,10,0,0.25,4,0,0.0,3,0,0.25,7,0,0.25,14,0,0.25,6,0,0.25
52,1,3,1,0.5,14,0,0.5,15,0,0.5,2,0,0.5,7,0,0.5,5,0,0.75,11,0,0.5,13,0,0.25,8,0,0.75,9,0,0.5
52,2,14,0,0.5,13,0,0.25,15,1,0.5,7,1,0.5,3,0,0.5,11,0,0.5,9,0,0.5,5,0,0.75,8,0,0.75,2,0,0.5
53,1,13,0,0.0,9,0,0.0,3,0,0.0,1,1,0.5,7,0,0.75,15,0,0.5,6,0,0.5,12,0,0.5,10,0,0.25,11,0,0.5
53,2,10,0,0.25,13,0,0.0,7,1,0.75,15,0,0.5,1,0,0.5,9,0,0.0,6,0,0.5,12,0,0.5,3,0,0.0,11,0,0.5
54,1,1,0,0.5,7,0,0.25,19,0,0.5,10,0,0.5,4,0,0.5,16,0,0.25,5,0,0.5,20,0,1.0,6,0,0.25,13,0,0.75
54,2,5,1,0.5,20,0,1.0,16,0,0.25,6,0,0.25,10,0,0.5,4,1,0.5,7,0,0.25,1,0,0.5,19,0,0.5,13,0,0.75
55,1,19,0,0.25,12,0,0.5,18,0,0.5,20,0,0.75,15,0,0.25,3,0,0.25,14,0,0.5,21,0,0.5,1,0,0.25,22,0,0.25
55,2,21,0,0.5,14,0,0.5,15,0,0.25,22,0,0.25,3,0,0.25,12,0,0.5,1,0,0.25,18,0,0.5,20,0,0.75,19,0,0.25
56,1,2,1,0.75,5,0,0.25,10,0,0.25,8,0,0.5,1,0,0.25,4,0,0.25,9,0,0.25,3,0,0.5,6,0,0.5,7,0,0.25
56,2,3,0,0.5,8,1,0.5,9,0,0.25,10,1,0.25,4,1,0.25,7,0,0.25,5,0,0.25,2,0,0.75,6,0,0.5,1,0,0.25
57,1,3,0,0.5,22,0,0.0,14,0,0.25,20,0,0.5,17,0,0.5,1,0,0.5,15,0,0.25,8,0,0.5,19,0,0.5,9,0,0.0
57,2,3,0,0.5,1,0,0.5,22,0,0.0,19,0,0.5,15,0,0.25,14,0,0.25,20,0,0.5,8,0,0.5,17,0,0.5,9,0,0.0
58,1,11,0,0.5,4,0,0.5,18,1,0.5,16,0,0.5,17,0,0.25,10,0,0.5,13,0,0.5,15,0,0.25,14,0,0.5,5,0,0.5
58,2,15,0,0.25,14,0,0.5,5,0,0.5,16,1,0.5,10,0,0.5,13,1,0.5,4,0,0.5,18,0,0.5,17,0,0.25,11,0,0.5
59,1,2,1,0.0,9,0,0.0,17,0,0.0,1,1,0.25,10,0,0.0,15,0,0.0,20,0,0.25,19,0,0.0,11,0,0.25,7,0,0.0
59,2,11,0,0.25,17,0,0.0,10,0,0.0,2,0,0.0,20,0,0.25,9,0,0.0,19,0,0.0,1,0,0.25,7,0,0.0,15,0,0.0
60,1,5,0,0.25,1,0,0.5,16,0,0.25,12,0,0.25,13,0,0.25,2,0,0.5,11,0,0.25,9,0,0.25,14,0,0.5,10,0,0.25
60,2,13,0,0.25,12,0,0.25,9,0,0.25,16,0,0.25,14,1,0.5,1,0,0.5,10,0,0.25,5,0,0.25,2,0,0.5,11,0,0.25
61,1,3,0,0.5,4,0,0.75,7,0,0.5,9,0,0.75,2,0,0.5,10,0,0.5,12,0,0.5,6,0,0.5,1,0,0.75,11,0,1.0
61,2,3,0,0.5,4,0,0.75,2,0,0.5,7,0,0.5,12,0,0.5,1,0,0.75,6,0,0.5,10,0,0.5,11,0,1.0,9,0,0.75
62,1,8,0,0.5,5,0,0.5,7,0,0.5,10,0,0.25,11,0,0.5,1,0,0.0,6,0,0.5,9,0,0.25,2,0,0.25,12,0,0.5
62,2,10,0,0.25,5,0,0.5,7,1,0.5,1,0,0.0,8,0,0.5,6,0,0.5,2,0,0.25,9,0,0.25,12,0,0.5,11,0,0.5
63,1,10,0,1.0,12,0,0.5,14,0,0.5,6,0,0.0,7,0,0.5,3,0,0.25,15,0,0.5,13,1,0.5,8,0,0.5,5,0,0.5
63,2,10,1,1.0,6,0,0.0,13,0,0.5,7,1,0.5,5,0,0.5,12,0,0.5,14,0,0.5,8,0,0.5,15,0,0.5,3,0,0.25
64,1,15,0,0.25,6,0,0.25,8,0,0.5,10,0,0.25,11,0,0.5,3,0,0.5,4,0,0.25,9,0,0.25,14,0,0.25,1,0,0.25
64,2,8,0,0.5,15,0,0.25,1,0,0.25,4,1,0.25,14,0,0.25,9,0,0.25,6,0,0.25,11,0,0.5,10,0,0.25,3,0,0.5
65,1,10,0,0.5,15,0,0.25,9,0,0.25,8,0,0.25,5,0,0.25,24,0,0.25,4,0,0.25,16,0,0.5,2,0,0.25,11,0,0.5
65,2,11,0,0.5,5,0,0.25,24,0,0.25,16,0,0.5,15,0,0.25,8,0,0.25,10,0,0.5,2,0,0.25,9,0,0.25,4,0,0.25
66,1,6,1,0.75,11,0,0.5,9,0,0.25,4,0,0.5,12,0,0.5,8,1,0.5,3,0,0.5,7,0,0.5,13,0,0.25,2,0,0.75
66,2,9,0,0.25,13,0,0.25,6,0,0.75,8,0,0.5,12,0,0.5,2,0,0.75,11,0,0.5,7,0,0.5,3,0,0.5,4,0,0.5
68,1,11,0,0.25,8,0,0.0,10,0,0.25,6,0,0.5,4,0,0.25,7,0,0.25,5,0,0.5,9,0,0.25,3,0,0.5,1,0,0.0
68,2,9,0,0.25,6,1,0.5,1,0,0.0,7,0,0.25,10,0,0.25,5,0,0.5,3,0,0.5,11,0,0.25,8,0,0.0,4,0,0.25
70,1,10,1,0.25,4,0,0.25,8,0,0.0,2,0,0.25,5,0,0.5,15,0,0.5,13,0,0.0,11,0,0.25,6,0,0.25,16,0,0.25
70,2,4,0,0.25,11,0,0.25,5,0,0.5,6,0,0.25,16,0,0.25,13,0,0.0,8,0,0.0,15,0,0.5,2,0,0.25,10,0,0.25
71,1,14,1,1.0,17,1,0.5,11,0,0.5,19,0,0.5,16,0,0.25,9,0,0.25,8,0,0.5,20,0,0.5,10,0,0.5,24,0,0.5
71,2,14,1,1.0,9,1,0.25,16,0,0.25,11,0,0.5,24,0,0.5,17,0,0.5,8,0,0.5,19,0,0.5,20,0,0.5,10,0,0.5
72,1,12,0,0.0,4,0,0.5,14,0,0.5,19,0,0.75,11,0,0.5,2,0,0.5,13,0,0.5,3,0,0.75,6,0,0.25,9,0,0.5
72,2,14,0,0.5,4,0,0.5,2,0,0.5,11,0,0.5,19,0,0.75,9,0,0.5,12,0,0.0,3,0,0.75,6,0,0.25,13,0,0.5
73,1,7,0,0.5,15,0,0.25,16,1,1.0,10,0,0.75,24,0,0.25,14,0,1.0,4,0,0.5,13,0,0.25,21,0,0.0,5,0,0.75
73,2,14,1,1.0,7,1,0.5,10,0,0.75,13,0,0.25,5,0,0.75,21,0,0.0,16,1,1.0,24,0,0.25,4,0,0.5,15,0,0.25
74,1,3,0,0.75,4,0,0.5,6,1,0.75,5,1,0.5,10,0,0.0,8,0,1.0,9,0,0.5,11,0,0.75,12,0,0.75,2,0,0.75
74,2,11,0,0.75,9,0,0.5,8,0,1.0,6,0,0.75,3,0,0.75,2,0,0.75,12,0,0.75,5,0,0.5,4,0,0.5,10,0,0.0
75,1,12,0,0.5,9,0,0.5,14,0,0.5,8,0,0.0,3,1,0.5,5,0,0.5,7,0,0.25,4,0,1.0,15,0,0.5,1,0,0.0
75,2,4,1,1.0,15,0,0.5,5,0,0.5,1,0,0.0,3,0,0.5,8,0,0.0,7,0,0.25,12,0,0.5,9,0,0.5,14,0,0.5
76,1,7,1,0.5,10,0,0.25,4,0,0.25,6,0,0.25,1,0,0.5,9,0,0.25,5,0,0.25,8,0,0.25,2,0,0.0,3,0,0.25
76,2,3,0,0.25,6,0,0.25,8,0,0.25,9,0,0.25,1,0,0.5,2,0,0.0,10,0,0.25,4,0,0.25,7,0,0.5,5,0,0.25
77,1,4,0,0.0,12,0,0.0,1,0,0.0,2,0,0.0,6,0,0.0,13,0,0.25,8,0,0.25,16,0,0.0,11,0,0.0,15,0,0.0
77,2,16,0,0.0,11,0,0.0,8,0,0.25,6,0,0.0,1,0,0.0,15,0,0.0,12,0,0.0,4,0,0.0,2,0,0.0,13,0,0.25
79,1,13,0,0.25,17,0,0.5,15,0,0.25,7,0,0.0,11,0,0.0,12,0,0.0,3,0,0.25,4,0,0.25,8,0,1.0,16,0,0.0
79,2,12,0,0.0,3,0,0.25,4,0,0.25,11,0,0.0,17,0,0.5,8,1,1.0,16,0,0.0,13,0,0.25,15,0,0.25,7,0,0.0
80,1,11,0,0.25,14,0,0.5,15,0,0.5,13,0,0.25,4,0,0.25,7,0,0.25,9,0,0.25,2,0,0.25,8,0,0.5,6,0,0.25
80,2,4,0,0.25,14,0,0.5,13,1,0.25,15,0,0.5,7,0,0.25,8,1,0.5,2,0,0.25,11,0,0.25,6,0,0.25,9,0,0.25
83,1,2,0,0.0,1,0,0.25,15,0,0.25,8,0,0.0,10,0,0.0,5,0,0.0,9,0,0.25,11,0,0.0,13,0,0.0,14,0,0.0
83,2,1,0,0.25,5,0,0.0,9,0,0.25,15,0,0.25,14,0,0.0,11,0,0.0,2,0,0.0,10,0,0.0,13,0,0.0,8,0,0.0
84,1,7,0,0.5,14,0,0.5,11,0,0.75,1,0,0.25,4,0,0.5,10,0,1.0,6,0,0.25,12,0,0.25,2,0,1.0,9,0,0.5
84,2,2,0,1.0,1,0,0.25,12,0,0.25,11,0,0.75,10,1,1.0,14,0,0.5,4,0,0.5,6,0,0.25,7,0,0.5,9,0,0.5
85,1,7,0,0.25,1,0,0.25,2,0,0.5,12,0,0.5,10,0,0.5,6,0,0.5,14,0,0.5,11,0,0.5,16,0,0.25,9,0,0.25
85,2,6,0,0.5,1,0,0.25,14,0,0.5,11,0,0.5,16,1,0.25,12,0,0.5,7,0,0.25,2,0,0.5,9,0,0.25,10,1,0.5
86,1,11,0,0.5,16,0,0.5,12,0,0.5,3,0,0.75,2,0,0.5,8,0,0.5,6,0,0.75,10,0,0.5,5,0,0.0,17,0,0.5
86,2,11,1,0.5,17,0,0.5,12,0,0.5,10,0,0.5,8,0,0.5,6,0,0.75,3,0,0.75,5,0,0.0,16,0,0.5,2,0,0.5
88,1,17,1,0.5,3,0,0.5,7,0,0.5,1,0,0.5,11,0,0.5,13,0,0.25,10,0,0.5,5,0,0.0,15,1,0.5,8,0,0.5
88,2,8,0,0.5,13,0,0.25,7,0,0.5,3,0,0.5,5,0,0.0,1,0,0.5,10,0,0.5,15,0,0.5,11,0,0.5,17,0,0.5
89,1,9,0,0.25,3,0,0.0,10,0,0.0,2,1,0.0,4,0,0.0,6,0,0.0,5,0,0.0,12,0,0.0,8,0,0.0,11,0,0.0
89,2,8,0,0.0,2,0,0.0,6,0,0.0,5,0,0.0,4,0,0.0,11,0,0.0,3,0,0.0,10,0,0.0,12,0,0.0,9,0,0.25
90,1,6,0,0.25,12,1,0.5,2,0,0.5,9,0,0.25,1,0,0.25,13,1,0.5,18,0,0.5,4,0,0.5,17,0,0.5,10,0,0.25
90,2,10,0,0.25,6,0,0.25,13,0,0.5,18,0,0.5,12,0,0.5,4,0,0.5,9,0,0.25,1,0,0.25,17,0,0.5,2,0,0.5
91,1,13,0,0.75,16,0,0.75,12,0,0.5,7,0,0.75,4,0,0.75,18,1,0.75,6,0,0.75,10,0,0.5,19,0,0.5,21,0,0.5
91,2,4,1,0.75,13,0,0.75,12,1,0.5,10,0,0.5,21,0,0.5,16,0,0.75,7,0,0.75,19,0,0.5,18,0,0.75,6,0,0.75
92,1,3,0,0.0,4,0,0.0,6,0,0.5,5,0,0.25,8,0,0.25,2,0,0.0,7,0,0.5,1,0,0.0,9,0,0.5,10,0,0.0
92,2,9,0,0.5,5,0,0.25,1,1,0.0,10,0,0.0,3,0,0.0,2,0,0.0,6,0,0.5,8,0,0.25,7,0,0.5,4,0,0.0
93,1,9,0,0.25,11,0,0.5,1,0,0.25,3,0,0.25,7,0,0.25,8,0,0.25,10,0,0.25,2,0,0.25,5,0,0.25,4,0,0.5
93,2,1,1,0.25,9,1,0.25,4,0,0.5,5,0,0.25,7,0,0.25,10,0,0.25,3,0,0.25,8,0,0.25,11,0,0.5,2,0,0.25
94,1,7,0,0.0,10,0,0.0,9,0,0.0,8,0,0.25,3,0,0.0,1,0,0.0,2,0,0.0,5,0,0.25,4,0,0.0,6,0,0.0
94,2,2,0,0.0,10,0,0.0,8,0,0.25,1,0,0.0,5,0,0.25,7,0,0.0,9,0,0.0,4,0,0.0,3,0,0.0,6,0,0.0
96,1,13,0,0.5,2,1,0.5,7,0,0.5,5,0,0.25,3,0,0.25,9,0,0.25,10,0,0.5,11,0,0.25,1,0,0.25,14,0,0.5
