query_id,relevance_score,document_no,score
39,1,11,3.33785215
39,2,17,3.27775263
39,1,14,3.25578155
39,1,6,3.2555245
39,2,4,3.2543692
40,4,9,3.16564235
40,1,6,2.85932647
40,2,14,2.83893175
40,1,7,2.81412323
40,1,5,2.74127611
40,1,1,2.70107152
40,1,10,2.38204555
40,1,3,2.35196517
40,2,8,2.09869818
40,1,13,2.02113922
41,2,12,4.34615436
41,1,11,3.37444335
41,0,13,3.32096472
41,1,7,3.25844372
41,2,2,2.87603436
41,1,8,2.63516272
41,2,1,2.59812527
41,2,10,2.45091015
41,1,5,2.28659152
41,1,9,2.22583848
42,2,2,3.47687631
42,3,11,3.32347464
42,1,16,2.78396493
42,2,14,2.76338778
42,1,17,2.74179025
42,1,23,2.60672628
42,2,18,2.51691493
42,1,6,2.37756132
42,2,7,2.22116986
42,3,4,2.2143833
43,3,2,4.40296219
43,3,7,4.1773204
43,3,12,4.16897127
43,3,4,4.06685961
43,3,5,3.92880886
43,3,6,3.82922336
43,2,11,3.67128514
43,2,1,3.53363503
43,1,9,3.53363503
43,2,8,3.52439694
44,1,12,2.6666817
44,1,11,2.55771083
44,1,6,2.5494928
44,1,13,2.50540376
44,1,4,2.47055784
44,2,10,2.44735685
44,1,8,2.18582632
44,1,9,2.1503335
44,1,14,2.01447504
44,0,5,1.93911915
45,2,6,3.95438369
45,2,7,3.82940057
45,2,8,3.66617402
45,2,9,3.61194238
45,2,4,3.34781958
45,1,11,3.32076209
45,2,1,3.29018664
45,1,5,3.26831381
45,1,14,2.99620804
45,2,2,2.92264121
47,2,2,4.43184875
47,1,10,4.35526539
47,2,6,4.13867312
47,2,9,4.11153811
47,2,1,3.99961452
47,2,8,3.96934128
47,2,4,3.89013492
47,1,3,3.8179677
47,2,11,3.52760755
47,2,7,3.29812512
48,1,14,2.08396939
48,0,2,2.05150205
48,2,11,2.0338129
48,0,6,1.74269719
48,2,9,1.61585142
48,1,3,1.56185956
48,0,13,1.41976954
48,1,12,1.23543849
48,1,10,1.22718597
48,0,5,0.93679535
49,0,11,1.8780026
49,0,14,1.78101848
49,1,8,1.64830838
49,1,6,1.51992463
49,0,7,1.51852343
49,1,9,1.40185653
49,1,2,1.32927743
49,0,3,1.22733305
49,0,13,1.13992704
49,0,1,1.06933659
50,1,1,2.10902876
50,1,4,1.80588078
50,1,2,1.604612
50,1,10,1.53982956
50,1,14,1.50033399
50,1,11,1.44588015
50,1,6,1.29150075
50,1,7,1.08501975
50,1,9,1.07087289
50,0,13,1.04188929
51,1,14,2.10334132
51,1,2,2.08620776
51,1,10,2.0551232
51,1,6,2.03847257
51,1,15,2.02792541
51,1,3,1.99960572
51,1,7,1.92651022
51,0,4,1.45657866
51,1,12,1.29831024
51,1,1,1.12542093
52,3,8,3.14309554
52,3,5,2.56331479
52,2,15,2.46215303
52,2,3,2.38898542
52,2,9,2.19863609
52,2,11,2.03492967
52,2,2,1.98275603
52,2,14,1.92175436
52,2,7,1.91639589
52,1,13,1.89453394
53,2,15,3.05565034
53,1,10,2.86383718
53,0,13,2.82432855
53,0,3,2.76078038
53,2,1,2.73875886
53,2,12,2.73253509
53,2,11,2.72069612
53,2,6,2.60675555
53,3,7,2.54712844
53,0,9,2.43644783
54,4,20,4.19201561
54,3,13,4.1897731
54,1,16,4.1897731
54,2,1,4.09640489
54,2,5,4.09502383
54,2,10,3.79558678
54,2,19,3.75341524
54,1,6,3.7472446
54,2,4,3.49761397
54,1,7,3.26633591
55,2,18,3.71915549
55,3,20,3.36654686
55,1,3,3.19454886
55,2,21,3.10474556
55,1,22,3.05670557
55,1,19,2.9148992
55,1,1,2.86275292
55,2,14,2.82067517
55,2,12,2.80927551
55,1,15,2.80643724
56,2,6,2.65100268
56,2,8,2.63714863
56,3,2,1.68626064
56,1,5,1.51434852
56,1,9,1.35785578
56,1,7,1.08808118
56,1,10,0.72651029
56,1,4,0.58327712
56,2,3,0.5145485
56,1,1,0.43760444
57,1,15,2.85716149
57,2,1,2.69028055
57,2,8,2.60286987
57,2,19,2.53606677
57,2,17,2.50122083
57,1,14,2.49683117
57,0,22,2.46429894
57,2,3,2.44696363
57,0,9,2.44673582
57,2,20,2.42687475
58,2,5,4.1176904
58,1,17,3.8418743
58,2,13,3.64746954
58,1,15,3.58146043
58,2,14,3.44549404
58,2,10,3.42320525
58,2,4,3.373695
58,2,16,3.35871466
58,2,11,3.33704683
58,2,18,3.0163521
59,0,17,1.86423504
59,0,19,1.86346133
59,0,15,1.64573203
59,0,2,1.64067972
59,1,20,1.53205981
59,0,10,1.48841011
59,1,11,1.36308059
59,0,9,1.32468543
59,1,1,1.25753022
59,0,7,1.2176313
60,1,16,3.80715499
60,1,10,3.7343735
60,2,1,3.63859503
60,1,5,3.4903967
60,1,9,3.41329392
60,2,2,3.24988774
60,2,14,3.20961703
60,1,12,3.05250987
60,1,11,2.9789601
60,1,13,2.91708695
61,2,3,4.41567934
61,4,11,4.3071148
61,3,1,4.10588667
61,2,7,4.05152085
61,3,4,3.93801747
61,3,9,3.57777668
61,2,12,3.55429686
61,2,10,3.53033102
61,2,6,3.45293288
61,2,2,2.91408335
62,2,7,3.04818538
62,1,9,2.8879566
62,1,2,2.77741286
62,2,12,2.63453748
62,0,1,2.61847144
62,2,6,2.55058398
62,2,8,2.51999118
62,2,11,2.42900813
62,2,5,2.42196446
62,1,10,2.3225216
63,2,14,4.53870153
63,2,8,4.44755389
63,4,10,4.37894196
63,2,7,4.16222063
63,2,13,4.03382796
63,2,5,3.99096034
63,2,12,3.86381512
63,2,15,3.75528737
63,0,6,3.74783017
63,1,3,3.69099048
64,1,4,4.14279869
64,2,3,4.04865267
64,2,8,3.90033517
64,1,10,3.81232421
64,1,14,3.73746878
64,1,1,3.52876731
64,1,9,3.4721756
64,1,15,3.46258254
64,1,6,3.41332572
64,2,11,3.38210449
65,2,16,3.83593665
65,1,24,3.51250852
65,2,10,3.28782153
65,1,9,3.15081872
65,1,2,3.14555756
65,1,4,3.04632394
65,2,11,2.92626947
65,1,15,2.89028746
65,1,5,2.73810237
65,1,8,2.73744837
66,2,3,4.18179511
66,3,6,3.99645479
66,1,13,3.82548753
66,2,8,3.64664167
66,3,2,3.62564637
66,2,4,3.59540031
66,2,11,3.4605096
66,2,12,3.37919361
66,2,7,3.3291598
66,1,9,3.27889
68,1,11,1.74771621
68,1,10,1.58219783
68,2,3,1.54205166
68,1,4,1.51664169
68,2,5,1.38517632
68,1,9,1.25312994
68,1,7,1.04199052
68,0,1,0.92336841
68,2,6,0.80550041
68,0,8,0.61176478
70,1,11,2.67669606
70,1,16,2.28988464
70,1,2,2.18664214
70,1,10,2.14012777
70,2,15,2.11571401
70,2,5,2.11177546
70,0,8,2.04405183
70,1,4,1.99551077
70,1,6,1.84853041
70,0,13,1.83543616
71,4,14,3.5726093
71,2,17,3.19418812
71,1,9,3.19327201
71,2,20,3.18832438
71,1,16,3.18021299
71,2,19,3.16166997
71,2,10,3.10915618
71,2,24,3.03674327
71,2,11,3.03661386
71,2,8,3.02527628
72,2,4,2.79787023
72,2,2,2.75709733
72,3,3,2.75533013
72,0,12,2.41328961
72,1,6,2.15148273
72,2,13,2.15148273
72,2,9,2.07233267
72,2,11,2.01484685
72,2,14,1.83775951
72,3,19,1.6308586
73,4,14,3.0800323
73,3,10,3.05174608
73,4,16,2.96109734
73,2,4,2.92422695
73,2,7,2.79149479
73,1,15,2.74326464
73,0,21,2.73218503
73,1,13,2.57935244
73,3,5,2.57495776
73,1,24,2.54401101
74,4,8,4.73009949
74,3,6,4.67656934
74,3,2,4.50006006
74,3,12,3.96833129
74,2,4,3.84628911
74,0,10,3.83136154
74,3,11,3.81842525
74,3,3,3.39575684
74,2,5,3.17044179
74,2,9,3.15933219
75,4,4,3.70204964
75,1,7,3.4666522
75,2,12,3.4174001
75,2,9,3.36788424
75,2,5,3.29417598
75,2,15,3.28337291
75,2,14,2.88423301
75,2,3,2.73400444
75,0,1,2.6824371
75,0,8,2.6483277
76,1,9,1.99328603
76,2,7,1.88392269
76,1,4,1.37195164
76,1,10,1.27378748
76,2,1,1.10691712
76,1,8,1.0611274
76,1,3,1.02882752
76,1,5,1.01373225
76,1,6,0.92334175
76,0,2,0.73651232
77,1,8,1.72528201
77,0,1,1.6359363
77,0,4,1.51958984
77,1,13,1.49756326
77,0,16,1.49597443
77,0,2,1.48853369
77,0,12,1.38183854
77,0,11,1.24401782
77,0,15,1.22679383
77,0,6,1.22588023
79,0,11,2.71649054
79,4,8,2.32058052
79,0,12,2.13560878
79,0,7,2.03282528
79,1,13,2.01777749
79,1,3,1.97481194
79,2,17,1.85947484
79,1,15,1.8113943
79,0,16,1.67116812
79,1,4,1.6026154
80,2,15,2.68033596
80,1,6,2.00754249
80,1,11,1.76774429
80,1,2,1.64467757
80,1,7,1.50258376
80,2,14,1.4901266
80,1,9,1.376236
80,1,4,1.3011214
80,1,13,1.2310014
80,2,8,1.22476589
83,0,13,1.21820349
83,0,11,0.9327936
83,0,2,0.92634943
83,0,10,0.88224791
83,1,1,0.83717756
83,0,8,0.76765397
83,0,5,0.76000314
83,1,9,0.7512911
83,1,15,0.74069382
83,0,14,0.73243841
84,2,9,3.64907511
84,2,7,3.54877012
84,1,6,3.09445216
84,1,1,2.81741528
84,4,2,2.58571805
84,4,10,2.57452761
84,2,14,2.53916438
84,2,4,2.40509014
84,3,11,2.16638245
84,1,12,2.12961996
85,2,11,2.5507869
85,2,12,2.46375593
85,2,6,2.44926896
85,2,2,2.35667049
85,2,10,2.32074837
85,1,16,2.23145911
85,2,14,2.14933679
85,1,7,2.08028674
85,1,9,1.889617
85,1,1,1.77880754
86,2,11,4.29995364
86,2,12,4.27333281
86,0,5,4.24309838
86,3,3,4.06626997
86,2,10,4.03631755
86,3,6,4.00015615
86,2,16,3.79652893
86,2,2,3.72690499
86,2,8,3.56038986
86,2,17,3.38328785
88,2,15,3.54443284
88,2,11,3.47619234
88,2,1,3.35133761
88,1,13,3.32845004
88,2,8,3.04242803
88,2,17,2.5858381
88,2,10,2.49284568
88,2,7,2.48810785
88,2,3,2.42736479
88,0,5,2.39088051
89,1,9,1.50842528
89,0,10,1.16318752
89,0,8,0.85574237
89,0,6,0.77083746
89,0,4,0.20269591
89,0,3,0.10675809
89,0,5,0.0629504
89,0,11,-0.23024384
89,0,12,-0.25318569
89,0,2,-0.31471976
90,1,6,1.84750475
90,1,10,1.78444373
90,2,4,1.5517427
90,2,17,1.55044779
90,2,13,1.50846734
90,1,1,1.49455993
90,2,2,1.45662147
90,2,18,1.29013427
90,2,12,1.25405213
90,1,9,1.23538278
91,3,13,2.91473743
91,3,18,2.78657395
91,2,19,2.73790545
91,3,4,2.67351127
91,2,12,2.60147015
91,3,6,2.57934527
91,3,7,2.57553748
91,3,16,2.45617874
91,2,21,2.36951232
91,2,10,2.30403062
92,2,9,2.69333316
92,2,6,2.21288686
92,1,8,2.04488816
92,1,5,1.93283789
92,2,7,1.66242633
92,0,4,1.5771405
92,0,10,1.54309886
92,0,3,1.47960017
92,0,2,0.72047091
92,0,1,0.1656743
93,2,4,3.11701313
93,1,5,2.61425651
93,2,11,2.58467161
93,1,3,2.57602916
93,1,9,2.45948451
93,1,7,2.44757243
93,1,8,2.26799925
93,1,2,2.11699055
93,1,1,2.05295861
93,1,10,1.88050775
94,0,3,0.83100612
94,0,4,0.68043658
94,0,10,0.60125986
94,0,2,0.53669772
94,0,9,0.40456113
94,0,7,0.34572622
94,0,6,0.27551065
94,1,8,0.20613799
94,1,5,0.15625137
94,0,1,-0.03887316
96,2,10,3.04976992
96,2,7,3.00022065
96,1,9,2.93364795
96,1,1,2.67147053
96,2,2,2.66516232
96,1,11,2.57461216
96,1,5,2.54628441
96,2,14,2.28255303
96,1,3,2.26541546
96,2,13,2.05810955
97,1,4,2.80884184
97,2,10,2.70460278
97,1,3,2.62367025
97,2,6,2.58806536
97,1,7,2.53434662
97,1,2,2.4197581
97,2,1,2.32496242
97,1,12,2.29500007
97,1,8,2.22637747
97,1,11,2.16057685
98,2,10,1.55893913
98,1,9,1.53454609
98,2,3,1.51989574
98,0,8,1.50239767
98,1,15,1.42350346
98,2,6,1.364657
98,1,12,1.25250656
98,0,7,1.08338627
98,0,13,1.07212329
98,0,5,1.01509567
99,2,8,2.6370483
99,1,18,2.36850599
99,2,15,2.32563437
99,2,17,2.29388548
99,1,23,2.28434391
99,2,3,2.24511404
99,2,22,2.16525151
99,2,21,1.84113024
99,1,19,1.69928552
99,1,11,1.65532313
100,1,12,2.99925443
100,4,5,2.95600151
100,1,6,2.12925509
100,0,1,1.76733768
100,0,3,1.52895284
100,0,15,1.50888884
100,1,14,1.35374938
100,0,2,1.34058757
100,1,7,1.34052909
100,0,4,1.31745361
101,4,18,3.36488926
101,1,17,3.24776498
101,2,20,2.97454806
101,2,11,2.95766373
101,1,6,2.93606462
101,2,13,2.7956208
101,3,3,2.62737337
101,2,1,2.59802625
101,2,9,2.54944181
101,2,4,2.44292917
102,1,11,2.33902687
102,1,9,2.18026399
102,1,6,2.14979874
102,1,7,2.14310661
102,1,2,1.95519939
102,2,10,1.95011973
102,1,4,1.79393903
102,1,5,1.54340637
102,1,8,1.47810428
102,1,13,1.40581589
103,1,5,2.1548086
103,1,18,2.12249512
103,1,17,2.07687402
103,1,1,2.05141741
103,0,19,1.98472013
103,1,12,1.8071116
103,0,7,1.73225295
103,1,2,1.6642872
103,1,14,1.62961712
103,2,15,1.6242539
104,2,13,3.3214393
104,1,12,3.14549316
104,2,5,3.08838216
104,1,4,3.05584923
104,2,3,2.91619803
104,1,1,2.90658678
104,0,11,2.68752965
104,1,8,2.66516039
104,1,6,2.04527834
104,0,9,1.89995854
105,1,7,3.03986965
105,3,3,2.98950592
105,2,5,2.67613195
105,1,8,2.60096342
105,1,13,2.54298427
105,1,9,2.4514414
105,1,11,2.40877943
105,2,1,2.28592113
105,1,4,2.15543184
105,1,15,2.07869311
106,0,17,3.84651926
106,3,4,3.6446726
106,2,15,3.04749069
106,0,10,3.03218019
106,0,11,2.81617699
106,2,2,2.72497961
106,1,13,2.70717627
106,0,16,2.45822299
106,2,6,2.39737752
106,2,1,2.33736229
107,2,15,3.09811988
107,2,16,2.95905617
107,1,11,2.79054908
107,0,8,2.6251822
107,2,13,2.5514251
107,2,4,2.52020831
107,3,2,2.5191434
107,0,7,2.31347849
107,2,9,2.22313358
107,1,3,2.15432621
108,1,11,3.22048632
108,1,10,3.07015368
108,1,2,2.79961091
108,0,6,2.63805523
108,1,1,2.56222475
108,1,3,2.51267159
108,0,4,2.49946108
108,0,5,2.27226081
108,0,12,2.244172
108,0,8,2.12806454
109,1,15,3.95986846
109,3,12,3.88294062
109,3,14,3.79560902
109,2,9,3.61351377
109,1,7,3.59289234
109,3,6,3.35271832
109,2,11,3.23159645
109,2,1,2.99073871
109,1,2,2.89005213
109,2,5,2.77077808
110,4,10,3.48041459
110,3,13,3.28477677
110,3,14,3.26476541
110,1,4,3.26328516
110,2,5,2.81572598
110,2,9,2.79344447
110,2,2,2.73627447
110,2,1,2.70493685
110,1,3,2.58804534
110,3,12,2.49498047
111,1,14,0.57725624
111,1,6,0.54915408
111,1,12,0.49141768
111,2,7,0.48930072
111,1,5,0.38692962
111,1,2,0.34885251
111,1,10,0.30558313
111,0,3,0.23911553
111,1,8,0.21752647
111,1,1,0.17581804
112,4,10,3.48351309
112,4,16,3.31071324
112,3,7,3.08568505
112,2,19,2.97048893
112,2,2,2.93505024
112,3,3,2.88893861
112,4,6,2.86606689
112,2,4,2.78116049
112,3,1,2.76910269
112,4,17,2.64048392
113,4,4,3.67454842
113,3,3,3.32464301
113,3,1,3.30172536
113,2,5,3.21008153
113,3,11,3.15359304
113,2,9,3.14377915
113,2,7,3.01422281
113,3,8,2.95566451
113,1,12,2.64527111
113,1,2,2.36545961
114,1,19,2.18318996
114,2,20,2.08162216
114,2,17,2.0205378
114,1,4,2.01790474
114,1,16,1.79652927
114,1,10,1.78444361
114,2,23,1.70862897
114,1,1,1.67074209
114,2,15,1.62848929
114,2,2,1.58354915
115,4,14,4.35399686
115,2,9,3.61805042
115,1,13,3.5652448
115,2,8,3.50210324
115,0,5,3.32556842
115,2,2,3.30401327
115,3,7,3.13750368
115,2,3,3.031848
115,3,1,3.0303765
115,3,4,3.02282538
116,1,16,0.82762843
116,1,11,0.79241393
116,1,9,0.71023232
116,0,2,0.69340515
116,0,12,0.65721723
116,0,3,0.63672889
116,0,8,0.61771578
116,1,13,0.55330253
116,1,14,0.52840788
116,1,10,0.49713299
118,3,10,3.5472356
118,1,11,3.24571923
118,2,5,3.1980642
118,3,12,2.98462301
118,2,3,2.78047452
118,2,14,2.76021585
118,1,23,2.74134217
118,1,17,2.71937525
118,2,6,2.71248407
118,1,22,2.66980324
119,1,1,2.96138972
119,1,10,2.79782095
119,1,2,2.74594551
119,1,11,2.71380216
119,1,6,2.60821323
119,1,3,2.57667257
119,1,8,2.5703233
119,1,7,2.48473047
119,1,5,2.14817416
119,1,4,2.11106838
120,3,4,3.14953256
120,4,14,3.04691555
120,1,2,2.89819362
120,3,8,2.82194338
120,2,13,2.70067981
120,1,12,2.58249542
120,1,1,2.42920822
120,2,9,2.42434764
120,2,7,2.41253931
120,3,6,2.38918936
122,2,2,4.33699498
122,1,10,3.75127702
122,2,5,3.65266684
122,3,3,3.50717162
122,1,1,3.48582423
122,1,9,2.85766841
122,1,7,2.53113165
122,2,6,2.07487374
122,1,8,0.31067579
122,1,4,0.20676142
123,1,6,4.17669799
123,2,8,4.08504293
123,3,4,3.89118601
123,1,2,3.69030931
123,2,9,3.68895496
123,1,3,3.52848336
123,2,5,3.24091519
123,2,7,3.06750476
123,2,10,2.74029495
123,0,1,0.79311884
124,1,3,3.50268683
124,2,11,3.42485048
124,2,15,3.06262123
124,1,10,3.06041006
124,3,12,3.00954097
124,2,6,2.82121077
124,3,2,2.70757965
124,3,4,2.55612225
124,3,16,2.49376643
124,1,14,2.26202598
125,2,1,4.71298554
125,2,5,4.20659494
125,4,3,4.08415567
125,3,11,4.01797331
125,3,2,3.77745711
125,2,6,3.42913519
125,2,4,3.38050294
125,2,7,3.31944879
125,2,10,2.66862509
125,1,9,2.23627078
126,1,10,3.4408849
126,1,3,3.25792512
126,2,11,2.91294639
126,4,15,2.90583482
126,1,7,2.89238958
126,2,8,2.78652199
126,1,12,2.75319682
126,0,5,2.74472492
126,2,13,2.67397168
126,2,9,2.65347794
127,2,7,3.66970619
127,2,10,3.5785805
127,1,15,3.57170994
127,2,8,3.49288827
127,2,19,3.25300776
127,1,20,3.23405038
127,1,13,3.06596433
127,1,1,3.00323814
127,2,3,2.97771506
127,2,16,2.94415777
128,4,14,4.6421394
128,1,12,4.47268779
128,1,2,4.39097267
128,2,13,4.37837576
128,3,15,4.31234984
128,1,3,3.64087145
128,0,16,3.42175818
128,1,9,3.34037595
128,1,11,3.22033923
128,1,10,3.2019451
129,0,6,1.62537107
129,1,15,1.35819977
129,0,13,1.20472507
129,1,3,1.15108425
129,0,16,1.00081677
129,1,17,0.99330409
129,1,12,0.94533851
129,0,4,0.8032755
129,0,14,0.75781198
129,0,10,0.71341153
130,4,19,3.16425869
130,2,7,3.06843991
130,1,2,2.94526464
130,1,3,2.93429883
130,1,9,2.67915753
130,1,11,2.6518981
130,1,20,2.60952182
130,1,8,2.36401
130,2,10,2.24795865
130,1,17,2.19607363
131,2,7,4.20996394
131,3,15,4.20691569
131,1,5,4.12706075
131,3,12,4.05344754
131,1,6,3.78940174
131,3,3,3.68575668
131,2,8,3.43870402
131,2,9,3.33827183
131,2,4,3.33110775
131,2,2,3.31398262
132,0,13,2.73191703
132,0,20,2.41989475
132,0,1,2.30995682
132,1,18,2.28915585
132,0,16,2.27592
132,1,2,2.24762559
132,0,7,2.24673646
132,0,4,2.20571016
132,1,19,2.16768152
132,0,10,2.11585246
133,2,12,3.96526315
133,1,14,3.6702559
133,2,11,3.53563547
133,2,4,3.51168
133,2,9,3.48445303
133,3,15,3.27720208
133,2,13,3.25733414
133,3,1,3.25569698
133,2,3,3.25407879
133,2,16,3.14773153
134,0,4,1.39465775
134,1,1,1.37306325
134,0,14,1.26591963
134,0,7,1.22241448
